team_x,team_y,ID
1116,1139,2018_1116_1139
1116,1153,2018_1116_1153
1116,1155,2018_1116_1155
1116,1158,2018_1116_1158
1116,1166,2018_1116_1166
1116,1168,2018_1116_1168
1116,1172,2018_1116_1172
1116,1181,2018_1116_1181
1116,1196,2018_1116_1196
1116,1199,2018_1116_1199
1116,1209,2018_1116_1209
1116,1211,2018_1116_1211
1116,1222,2018_1116_1222
1116,1233,2018_1116_1233
1116,1242,2018_1116_1242
1116,1243,2018_1116_1243
1116,1246,2018_1116_1246
1116,1252,2018_1116_1252
1116,1254,2018_1116_1254
1116,1260,2018_1116_1260
1116,1267,2018_1116_1267
1116,1274,2018_1116_1274
1116,1276,2018_1116_1276
1116,1277,2018_1116_1277
1116,1281,2018_1116_1281
1116,1285,2018_1116_1285
1116,1293,2018_1116_1293
1116,1300,2018_1116_1300
1116,1301,2018_1116_1301
1116,1305,2018_1116_1305
1116,1308,2018_1116_1308
1116,1314,2018_1116_1314
1116,1326,2018_1116_1326
1116,1328,2018_1116_1328
1116,1335,2018_1116_1335
1116,1344,2018_1116_1344
1116,1345,2018_1116_1345
1116,1347,2018_1116_1347
1116,1348,2018_1116_1348
1116,1355,2018_1116_1355
1116,1361,2018_1116_1361
1116,1371,2018_1116_1371
1116,1372,2018_1116_1372
1116,1382,2018_1116_1382
1116,1393,2018_1116_1393
1116,1395,2018_1116_1395
1116,1397,2018_1116_1397
1116,1400,2018_1116_1400
1116,1401,2018_1116_1401
1116,1403,2018_1116_1403
1116,1411,2018_1116_1411
1116,1417,2018_1116_1417
1116,1420,2018_1116_1420
1116,1422,2018_1116_1422
1116,1437,2018_1116_1437
1116,1438,2018_1116_1438
1116,1439,2018_1116_1439
1116,1452,2018_1116_1452
1116,1455,2018_1116_1455
1116,1460,2018_1116_1460
1116,1462,2018_1116_1462
1120,1137,2018_1120_1137
1120,1138,2018_1120_1138
1120,1139,2018_1120_1139
1120,1153,2018_1120_1153
1120,1155,2018_1120_1155
1120,1158,2018_1120_1158
1120,1166,2018_1120_1166
1120,1168,2018_1120_1168
1120,1172,2018_1120_1172
1120,1181,2018_1120_1181
1120,1196,2018_1120_1196
1120,1199,2018_1120_1199
1120,1209,2018_1120_1209
1120,1211,2018_1120_1211
1120,1222,2018_1120_1222
1120,1233,2018_1120_1233
1120,1242,2018_1120_1242
1120,1243,2018_1120_1243
1120,1246,2018_1120_1246
1120,1252,2018_1120_1252
1120,1254,2018_1120_1254
1120,1260,2018_1120_1260
1120,1267,2018_1120_1267
1120,1274,2018_1120_1274
1120,1276,2018_1120_1276
1120,1277,2018_1120_1277
1120,1281,2018_1120_1281
1120,1285,2018_1120_1285
1120,1293,2018_1120_1293
1120,1300,2018_1120_1300
1120,1301,2018_1120_1301
1120,1305,2018_1120_1305
1120,1308,2018_1120_1308
1120,1314,2018_1120_1314
1120,1326,2018_1120_1326
1120,1328,2018_1120_1328
1120,1335,2018_1120_1335
1120,1344,2018_1120_1344
1120,1345,2018_1120_1345
1120,1347,2018_1120_1347
1120,1348,2018_1120_1348
1120,1355,2018_1120_1355
1120,1361,2018_1120_1361
1120,1371,2018_1120_1371
1120,1372,2018_1120_1372
1120,1382,2018_1120_1382
1120,1393,2018_1120_1393
1120,1395,2018_1120_1395
1120,1397,2018_1120_1397
1120,1400,2018_1120_1400
1120,1401,2018_1120_1401
1120,1403,2018_1120_1403
1120,1411,2018_1120_1411
1120,1417,2018_1120_1417
1120,1420,2018_1120_1420
1120,1422,2018_1120_1422
1120,1437,2018_1120_1437
1120,1438,2018_1120_1438
1120,1439,2018_1120_1439
1120,1452,2018_1120_1452
1120,1455,2018_1120_1455
1120,1460,2018_1120_1460
1120,1462,2018_1120_1462
1137,1138,2018_1137_1138
1137,1139,2018_1137_1139
1137,1153,2018_1137_1153
1137,1155,2018_1137_1155
1137,1158,2018_1137_1158
1137,1166,2018_1137_1166
1137,1168,2018_1137_1168
1137,1172,2018_1137_1172
1137,1181,2018_1137_1181
1137,1196,2018_1137_1196
1137,1199,2018_1137_1199
1137,1209,2018_1137_1209
1137,1211,2018_1137_1211
1137,1222,2018_1137_1222
1137,1233,2018_1137_1233
1137,1242,2018_1137_1242
1137,1243,2018_1137_1243
1137,1246,2018_1137_1246
1137,1252,2018_1137_1252
1137,1254,2018_1137_1254
1137,1260,2018_1137_1260
1137,1267,2018_1137_1267
1137,1274,2018_1137_1274
1137,1276,2018_1137_1276
1137,1277,2018_1137_1277
1137,1281,2018_1137_1281
1137,1285,2018_1137_1285
1137,1293,2018_1137_1293
1137,1300,2018_1137_1300
1137,1301,2018_1137_1301
1137,1305,2018_1137_1305
1137,1308,2018_1137_1308
1137,1314,2018_1137_1314
1137,1326,2018_1137_1326
1137,1328,2018_1137_1328
1137,1335,2018_1137_1335
1137,1344,2018_1137_1344
1137,1345,2018_1137_1345
1137,1347,2018_1137_1347
1137,1348,2018_1137_1348
1137,1355,2018_1137_1355
1137,1361,2018_1137_1361
1137,1371,2018_1137_1371
1137,1372,2018_1137_1372
1137,1382,2018_1137_1382
1137,1393,2018_1137_1393
1137,1395,2018_1137_1395
1137,1397,2018_1137_1397
1137,1400,2018_1137_1400
1137,1401,2018_1137_1401
1137,1403,2018_1137_1403
1137,1411,2018_1137_1411
1137,1417,2018_1137_1417
1137,1420,2018_1137_1420
1137,1422,2018_1137_1422
1137,1437,2018_1137_1437
1137,1438,2018_1137_1438
1137,1439,2018_1137_1439
1137,1452,2018_1137_1452
1137,1455,2018_1137_1455
1137,1460,2018_1137_1460
1137,1462,2018_1137_1462
1138,1139,2018_1138_1139
1138,1153,2018_1138_1153
1138,1155,2018_1138_1155
1138,1158,2018_1138_1158
1138,1166,2018_1138_1166
1138,1168,2018_1138_1168
1138,1172,2018_1138_1172
1138,1181,2018_1138_1181
1138,1196,2018_1138_1196
1138,1199,2018_1138_1199
1138,1209,2018_1138_1209
1138,1211,2018_1138_1211
1138,1222,2018_1138_1222
1138,1233,2018_1138_1233
1138,1242,2018_1138_1242
1138,1243,2018_1138_1243
1138,1246,2018_1138_1246
1138,1252,2018_1138_1252
1138,1254,2018_1138_1254
1138,1260,2018_1138_1260
1138,1267,2018_1138_1267
1138,1274,2018_1138_1274
1138,1276,2018_1138_1276
1138,1277,2018_1138_1277
1138,1281,2018_1138_1281
1138,1285,2018_1138_1285
1138,1293,2018_1138_1293
1138,1300,2018_1138_1300
1138,1301,2018_1138_1301
1138,1305,2018_1138_1305
1138,1308,2018_1138_1308
1138,1314,2018_1138_1314
1138,1326,2018_1138_1326
1138,1328,2018_1138_1328
1138,1335,2018_1138_1335
1138,1344,2018_1138_1344
1138,1345,2018_1138_1345
1138,1347,2018_1138_1347
1138,1348,2018_1138_1348
1138,1355,2018_1138_1355
1138,1361,2018_1138_1361
1138,1371,2018_1138_1371
1138,1372,2018_1138_1372
1138,1382,2018_1138_1382
1138,1393,2018_1138_1393
1138,1395,2018_1138_1395
1138,1397,2018_1138_1397
1138,1400,2018_1138_1400
1138,1401,2018_1138_1401
1138,1403,2018_1138_1403
1138,1411,2018_1138_1411
1138,1417,2018_1138_1417
1138,1420,2018_1138_1420
1138,1422,2018_1138_1422
1138,1437,2018_1138_1437
1138,1438,2018_1138_1438
1138,1439,2018_1138_1439
1138,1452,2018_1138_1452
1138,1455,2018_1138_1455
1138,1460,2018_1138_1460
1138,1462,2018_1138_1462
1139,1153,2018_1139_1153
1139,1155,2018_1139_1155
1139,1158,2018_1139_1158
1139,1166,2018_1139_1166
1139,1168,2018_1139_1168
1139,1172,2018_1139_1172
1139,1181,2018_1139_1181
1139,1196,2018_1139_1196
1139,1199,2018_1139_1199
1139,1209,2018_1139_1209
1139,1211,2018_1139_1211
1139,1222,2018_1139_1222
1139,1233,2018_1139_1233
1139,1242,2018_1139_1242
1139,1243,2018_1139_1243
1139,1246,2018_1139_1246
1139,1252,2018_1139_1252
1139,1254,2018_1139_1254
1139,1260,2018_1139_1260
1139,1267,2018_1139_1267
1139,1274,2018_1139_1274
1139,1276,2018_1139_1276
1139,1277,2018_1139_1277
1139,1281,2018_1139_1281
1139,1285,2018_1139_1285
1139,1293,2018_1139_1293
1139,1300,2018_1139_1300
1139,1301,2018_1139_1301
1139,1305,2018_1139_1305
1139,1308,2018_1139_1308
1139,1314,2018_1139_1314
1139,1326,2018_1139_1326
1139,1328,2018_1139_1328
1139,1335,2018_1139_1335
1139,1344,2018_1139_1344
1139,1345,2018_1139_1345
1139,1347,2018_1139_1347
1139,1348,2018_1139_1348
1139,1355,2018_1139_1355
1139,1361,2018_1139_1361
1139,1371,2018_1139_1371
1139,1372,2018_1139_1372
1139,1382,2018_1139_1382
1139,1393,2018_1139_1393
1139,1395,2018_1139_1395
1139,1397,2018_1139_1397
1139,1400,2018_1139_1400
1139,1401,2018_1139_1401
1139,1403,2018_1139_1403
1139,1411,2018_1139_1411
1139,1417,2018_1139_1417
1139,1420,2018_1139_1420
1139,1422,2018_1139_1422
1139,1437,2018_1139_1437
1139,1438,2018_1139_1438
1139,1439,2018_1139_1439
1139,1452,2018_1139_1452
1139,1455,2018_1139_1455
1139,1460,2018_1139_1460
1139,1462,2018_1139_1462
1153,1155,2018_1153_1155
1153,1158,2018_1153_1158
1153,1166,2018_1153_1166
1153,1168,2018_1153_1168
1153,1172,2018_1153_1172
1153,1181,2018_1153_1181
1153,1196,2018_1153_1196
1153,1199,2018_1153_1199
1153,1209,2018_1153_1209
1153,1211,2018_1153_1211
1153,1222,2018_1153_1222
1153,1233,2018_1153_1233
1153,1242,2018_1153_1242
1153,1243,2018_1153_1243
1153,1246,2018_1153_1246
1153,1252,2018_1153_1252
1153,1254,2018_1153_1254
1153,1260,2018_1153_1260
1153,1267,2018_1153_1267
1153,1274,2018_1153_1274
1153,1276,2018_1153_1276
1153,1277,2018_1153_1277
1153,1281,2018_1153_1281
1153,1285,2018_1153_1285
1153,1293,2018_1153_1293
1153,1300,2018_1153_1300
1153,1301,2018_1153_1301
1153,1305,2018_1153_1305
1153,1308,2018_1153_1308
1153,1314,2018_1153_1314
1153,1326,2018_1153_1326
1153,1328,2018_1153_1328
1153,1335,2018_1153_1335
1153,1344,2018_1153_1344
1153,1345,2018_1153_1345
1153,1347,2018_1153_1347
1153,1348,2018_1153_1348
1153,1355,2018_1153_1355
1153,1361,2018_1153_1361
1153,1371,2018_1153_1371
1153,1372,2018_1153_1372
1153,1382,2018_1153_1382
1153,1393,2018_1153_1393
1153,1395,2018_1153_1395
1153,1397,2018_1153_1397
1153,1400,2018_1153_1400
1153,1401,2018_1153_1401
1153,1403,2018_1153_1403
1153,1411,2018_1153_1411
1153,1417,2018_1153_1417
1153,1420,2018_1153_1420
1153,1422,2018_1153_1422
1153,1437,2018_1153_1437
1153,1438,2018_1153_1438
1153,1439,2018_1153_1439
1153,1452,2018_1153_1452
1153,1455,2018_1153_1455
1153,1460,2018_1153_1460
1153,1462,2018_1153_1462
1155,1158,2018_1155_1158
1155,1166,2018_1155_1166
1155,1168,2018_1155_1168
1155,1172,2018_1155_1172
1155,1181,2018_1155_1181
1155,1196,2018_1155_1196
1155,1199,2018_1155_1199
1155,1209,2018_1155_1209
1155,1211,2018_1155_1211
1155,1222,2018_1155_1222
1155,1233,2018_1155_1233
1155,1242,2018_1155_1242
1155,1243,2018_1155_1243
1155,1246,2018_1155_1246
1155,1252,2018_1155_1252
1155,1254,2018_1155_1254
1155,1260,2018_1155_1260
1155,1267,2018_1155_1267
1155,1274,2018_1155_1274
1155,1276,2018_1155_1276
1155,1277,2018_1155_1277
1155,1281,2018_1155_1281
1155,1285,2018_1155_1285
1155,1293,2018_1155_1293
1155,1300,2018_1155_1300
1155,1301,2018_1155_1301
1155,1305,2018_1155_1305
1155,1308,2018_1155_1308
1155,1314,2018_1155_1314
1155,1326,2018_1155_1326
1155,1328,2018_1155_1328
1155,1335,2018_1155_1335
1155,1344,2018_1155_1344
1155,1345,2018_1155_1345
1155,1347,2018_1155_1347
1155,1348,2018_1155_1348
1155,1355,2018_1155_1355
1155,1361,2018_1155_1361
1155,1371,2018_1155_1371
1155,1372,2018_1155_1372
1155,1382,2018_1155_1382
1155,1393,2018_1155_1393
1155,1395,2018_1155_1395
1155,1397,2018_1155_1397
1155,1400,2018_1155_1400
1155,1401,2018_1155_1401
1155,1403,2018_1155_1403
1155,1411,2018_1155_1411
1155,1417,2018_1155_1417
1155,1420,2018_1155_1420
1155,1422,2018_1155_1422
1155,1437,2018_1155_1437
1155,1438,2018_1155_1438
1155,1439,2018_1155_1439
1155,1452,2018_1155_1452
1155,1455,2018_1155_1455
1155,1460,2018_1155_1460
1155,1462,2018_1155_1462
1158,1166,2018_1158_1166
1158,1168,2018_1158_1168
1158,1172,2018_1158_1172
1158,1181,2018_1158_1181
1158,1196,2018_1158_1196
1158,1199,2018_1158_1199
1158,1209,2018_1158_1209
1158,1211,2018_1158_1211
1158,1222,2018_1158_1222
1158,1233,2018_1158_1233
1158,1242,2018_1158_1242
1158,1243,2018_1158_1243
1158,1246,2018_1158_1246
1158,1252,2018_1158_1252
1158,1254,2018_1158_1254
1158,1260,2018_1158_1260
1158,1267,2018_1158_1267
1158,1274,2018_1158_1274
1158,1276,2018_1158_1276
1158,1277,2018_1158_1277
1158,1281,2018_1158_1281
1158,1285,2018_1158_1285
1158,1293,2018_1158_1293
1158,1300,2018_1158_1300
1158,1301,2018_1158_1301
1158,1305,2018_1158_1305
1158,1308,2018_1158_1308
1158,1314,2018_1158_1314
1158,1326,2018_1158_1326
1158,1328,2018_1158_1328
1158,1335,2018_1158_1335
1158,1344,2018_1158_1344
1158,1345,2018_1158_1345
1158,1347,2018_1158_1347
1158,1348,2018_1158_1348
1158,1355,2018_1158_1355
1158,1361,2018_1158_1361
1158,1371,2018_1158_1371
1158,1372,2018_1158_1372
1158,1382,2018_1158_1382
1158,1393,2018_1158_1393
1158,1395,2018_1158_1395
1158,1397,2018_1158_1397
1158,1400,2018_1158_1400
1158,1401,2018_1158_1401
1158,1403,2018_1158_1403
1158,1411,2018_1158_1411
1158,1417,2018_1158_1417
1158,1420,2018_1158_1420
1158,1422,2018_1158_1422
1158,1437,2018_1158_1437
1158,1438,2018_1158_1438
1158,1439,2018_1158_1439
1158,1452,2018_1158_1452
1158,1455,2018_1158_1455
1158,1460,2018_1158_1460
1158,1462,2018_1158_1462
1166,1168,2018_1166_1168
1166,1172,2018_1166_1172
1166,1181,2018_1166_1181
1166,1196,2018_1166_1196
1166,1199,2018_1166_1199
1166,1209,2018_1166_1209
1166,1211,2018_1166_1211
1166,1222,2018_1166_1222
1166,1233,2018_1166_1233
1166,1242,2018_1166_1242
1166,1243,2018_1166_1243
1166,1246,2018_1166_1246
1166,1252,2018_1166_1252
1166,1254,2018_1166_1254
1166,1260,2018_1166_1260
1166,1267,2018_1166_1267
1166,1274,2018_1166_1274
1166,1276,2018_1166_1276
1166,1277,2018_1166_1277
1166,1281,2018_1166_1281
1166,1285,2018_1166_1285
1166,1293,2018_1166_1293
1166,1300,2018_1166_1300
1166,1301,2018_1166_1301
1166,1305,2018_1166_1305
1166,1308,2018_1166_1308
1166,1314,2018_1166_1314
1166,1326,2018_1166_1326
1166,1328,2018_1166_1328
1166,1335,2018_1166_1335
1166,1344,2018_1166_1344
1166,1345,2018_1166_1345
1166,1347,2018_1166_1347
1166,1348,2018_1166_1348
1166,1355,2018_1166_1355
1166,1361,2018_1166_1361
1166,1371,2018_1166_1371
1166,1372,2018_1166_1372
1166,1382,2018_1166_1382
1166,1393,2018_1166_1393
1166,1395,2018_1166_1395
1166,1397,2018_1166_1397
1166,1400,2018_1166_1400
1166,1401,2018_1166_1401
1166,1403,2018_1166_1403
1166,1411,2018_1166_1411
1166,1417,2018_1166_1417
1166,1420,2018_1166_1420
1166,1422,2018_1166_1422
1166,1437,2018_1166_1437
1166,1438,2018_1166_1438
1166,1439,2018_1166_1439
1166,1452,2018_1166_1452
1166,1455,2018_1166_1455
1166,1460,2018_1166_1460
1166,1462,2018_1166_1462
1168,1172,2018_1168_1172
1168,1181,2018_1168_1181
1168,1196,2018_1168_1196
1168,1199,2018_1168_1199
1168,1209,2018_1168_1209
1168,1211,2018_1168_1211
1168,1222,2018_1168_1222
1168,1233,2018_1168_1233
1168,1242,2018_1168_1242
1168,1243,2018_1168_1243
1168,1246,2018_1168_1246
1168,1252,2018_1168_1252
1168,1254,2018_1168_1254
1168,1260,2018_1168_1260
1168,1267,2018_1168_1267
1168,1274,2018_1168_1274
1168,1276,2018_1168_1276
1168,1277,2018_1168_1277
1168,1281,2018_1168_1281
1168,1285,2018_1168_1285
1168,1293,2018_1168_1293
1168,1300,2018_1168_1300
1168,1301,2018_1168_1301
1168,1305,2018_1168_1305
1168,1308,2018_1168_1308
1168,1314,2018_1168_1314
1168,1326,2018_1168_1326
1168,1328,2018_1168_1328
1168,1335,2018_1168_1335
1168,1344,2018_1168_1344
1168,1345,2018_1168_1345
1168,1347,2018_1168_1347
1168,1348,2018_1168_1348
1168,1355,2018_1168_1355
1168,1361,2018_1168_1361
1168,1371,2018_1168_1371
1168,1372,2018_1168_1372
1168,1382,2018_1168_1382
1168,1393,2018_1168_1393
1168,1395,2018_1168_1395
1168,1397,2018_1168_1397
1168,1400,2018_1168_1400
1168,1401,2018_1168_1401
1168,1403,2018_1168_1403
1168,1411,2018_1168_1411
1168,1417,2018_1168_1417
1168,1420,2018_1168_1420
1168,1422,2018_1168_1422
1168,1437,2018_1168_1437
1168,1438,2018_1168_1438
1168,1439,2018_1168_1439
1168,1452,2018_1168_1452
1168,1455,2018_1168_1455
1168,1460,2018_1168_1460
1168,1462,2018_1168_1462
1172,1181,2018_1172_1181
1172,1196,2018_1172_1196
1172,1199,2018_1172_1199
1172,1209,2018_1172_1209
1172,1211,2018_1172_1211
1172,1222,2018_1172_1222
1172,1233,2018_1172_1233
1172,1242,2018_1172_1242
1172,1243,2018_1172_1243
1172,1246,2018_1172_1246
1172,1252,2018_1172_1252
1172,1254,2018_1172_1254
1172,1260,2018_1172_1260
1172,1267,2018_1172_1267
1172,1274,2018_1172_1274
1172,1276,2018_1172_1276
1172,1277,2018_1172_1277
1172,1281,2018_1172_1281
1172,1285,2018_1172_1285
1172,1293,2018_1172_1293
1172,1300,2018_1172_1300
1172,1301,2018_1172_1301
1172,1305,2018_1172_1305
1172,1308,2018_1172_1308
1172,1314,2018_1172_1314
1172,1326,2018_1172_1326
1172,1328,2018_1172_1328
1172,1335,2018_1172_1335
1172,1344,2018_1172_1344
1172,1345,2018_1172_1345
1172,1347,2018_1172_1347
1172,1348,2018_1172_1348
1172,1355,2018_1172_1355
1172,1361,2018_1172_1361
1172,1371,2018_1172_1371
1172,1372,2018_1172_1372
1172,1382,2018_1172_1382
1172,1393,2018_1172_1393
1172,1395,2018_1172_1395
1172,1397,2018_1172_1397
1172,1400,2018_1172_1400
1172,1401,2018_1172_1401
1172,1403,2018_1172_1403
1172,1411,2018_1172_1411
1172,1417,2018_1172_1417
1172,1420,2018_1172_1420
1172,1422,2018_1172_1422
1172,1437,2018_1172_1437
1172,1438,2018_1172_1438
1172,1439,2018_1172_1439
1172,1452,2018_1172_1452
1172,1455,2018_1172_1455
1172,1460,2018_1172_1460
1172,1462,2018_1172_1462
1181,1196,2018_1181_1196
1181,1199,2018_1181_1199
1181,1209,2018_1181_1209
1181,1211,2018_1181_1211
1181,1222,2018_1181_1222
1181,1233,2018_1181_1233
1181,1242,2018_1181_1242
1181,1243,2018_1181_1243
1181,1246,2018_1181_1246
1181,1252,2018_1181_1252
1181,1254,2018_1181_1254
1181,1260,2018_1181_1260
1181,1267,2018_1181_1267
1181,1274,2018_1181_1274
1181,1276,2018_1181_1276
1181,1277,2018_1181_1277
1181,1281,2018_1181_1281
1181,1285,2018_1181_1285
1181,1293,2018_1181_1293
1181,1300,2018_1181_1300
1181,1301,2018_1181_1301
1181,1305,2018_1181_1305
1181,1308,2018_1181_1308
1181,1314,2018_1181_1314
1181,1326,2018_1181_1326
1181,1328,2018_1181_1328
1181,1335,2018_1181_1335
1181,1344,2018_1181_1344
1181,1345,2018_1181_1345
1181,1347,2018_1181_1347
1181,1348,2018_1181_1348
1181,1355,2018_1181_1355
1181,1361,2018_1181_1361
1181,1371,2018_1181_1371
1181,1372,2018_1181_1372
1181,1382,2018_1181_1382
1181,1393,2018_1181_1393
1181,1395,2018_1181_1395
1181,1397,2018_1181_1397
1181,1400,2018_1181_1400
1181,1401,2018_1181_1401
1181,1403,2018_1181_1403
1181,1411,2018_1181_1411
1181,1417,2018_1181_1417
1181,1420,2018_1181_1420
1181,1422,2018_1181_1422
1181,1437,2018_1181_1437
1181,1438,2018_1181_1438
1181,1439,2018_1181_1439
1181,1452,2018_1181_1452
1181,1455,2018_1181_1455
1181,1460,2018_1181_1460
1181,1462,2018_1181_1462
1196,1199,2018_1196_1199
1196,1209,2018_1196_1209
1196,1211,2018_1196_1211
1196,1222,2018_1196_1222
1196,1233,2018_1196_1233
1196,1242,2018_1196_1242
1196,1243,2018_1196_1243
1196,1246,2018_1196_1246
1196,1252,2018_1196_1252
1196,1254,2018_1196_1254
1196,1260,2018_1196_1260
1196,1267,2018_1196_1267
1196,1274,2018_1196_1274
1196,1276,2018_1196_1276
1196,1277,2018_1196_1277
1196,1281,2018_1196_1281
1196,1285,2018_1196_1285
1196,1293,2018_1196_1293
1196,1300,2018_1196_1300
1196,1301,2018_1196_1301
1196,1305,2018_1196_1305
1196,1308,2018_1196_1308
1196,1314,2018_1196_1314
1196,1326,2018_1196_1326
1196,1328,2018_1196_1328
1196,1335,2018_1196_1335
1196,1344,2018_1196_1344
1196,1345,2018_1196_1345
1196,1347,2018_1196_1347
1196,1348,2018_1196_1348
1196,1355,2018_1196_1355
