Lteam,Wteam,Team_Name.x,Team_Name.y,X,loss,win,Lteam_key,Wteam_key,dupe,Season.x,filter_key,filter_dupe,Ascore,Ascore_sd,Ateam_rank,Aposs.eff,Afgm,Afga,Afg_pct,Afgm3,Afga3,Afg3_pct,Aftm,Afta,Aft_pct,Aor,Adr,Aast,Ato,Astl,Ablk,Apf,intourneyKey.x,key2017.x,Bscore,Bscore_sd,Bteam_rank,Bposs.eff,Bfgm,Bfga,Bfg_pct,Bfgm3,Bfga3,Bfg3_pct,Bftm,Bfta,Bft_pct,Bor,Bdr,Bast,Bto,Bstl,Bblk,Bpf,intourneyKey.y,key2017.y
1196,1112,Arizona,Florida,780,0.436,0.564,2017_1196,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,78.80645161,12.63967129,2553.678897,0.561621959,26.74193548,59,0.453253144,7.806451613,21.35483871,0.365558912,17.51612903,24.09677419,0.726907631,11.64516129,25.61290323,12.80645161,11.90322581,7.612903226,4.870967742,18.67741935,2017_1196,1196_2017
1199,1112,Arizona,Florida St,817,0.452,0.548,2017_1199,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,83.03225806,14.92086653,2578.067307,0.569078982,29.90322581,61.61290323,0.485340314,7.064516129,19.5483871,0.361386139,16.16129032,23.4516129,0.689133425,11.67741935,25.70967742,14.93548387,11.67741935,7.322580645,5.161290323,19.51612903,2017_1199,1199_2017
1211,1112,Arizona,Gonzaga,877,0.564,0.436,2017_1211,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,84.90625,11.07557433,2674.51739,0.676218423,30.46875,58.78125,0.518341308,7.40625,19.5,0.379807692,16.5625,22.5,0.736111111,9.53125,30.96875,16.0625,11.375,7.03125,4.4375,16.59375,2017_1211,1211_2017
1233,1112,Arizona,Iona,964,0.258,0.742,2017_1233,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,80.47058824,10.87458893,2268.590904,0.536165037,27.97058824,61.5,0.454806313,9.764705882,24.58823529,0.397129187,14.76470588,19.17647059,0.76993865,9.558823529,26.41176471,15.61764706,12.08823529,6.911764706,2.970588235,19.17647059,2017_1233,1233_2017
1235,1112,Arizona,Iowa St,1065,0.364,0.636,2017_1235,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,80.43333333,15.52680293,2571.433392,0.547389059,29.26666667,63.4,0.461619348,9.966666667,25,0.398666667,11.93333333,17.1,0.69785575,9.633333333,25.4,15.9,10.16666667,8.066666667,3.4,15.96666667,2017_1235,1235_2017
1240,1112,Arizona,Jacksonville St,1122,0.01,0.99,2017_1240,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,69.03125,9.257897675,2176.479908,0.481317128,24.4375,53.5,0.456775701,7.1875,19.59375,0.366826156,12.96875,18.09375,0.716753022,10.09375,25.15625,13.8125,13.53125,4.53125,3.65625,18.21875,2017_1240,1240_2017
1242,1112,Arizona,Kansas,1177,0.49,0.51,2017_1242,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,82.74193548,9.327263771,2691.432514,0.56795087,29.70967742,60.87096774,0.488076312,8.677419355,21.25806452,0.408194234,14.64516129,22.19354839,0.659883721,12.19354839,26.90322581,16.32258065,13.03225806,7,4.612903226,18.16129032,2017_1242,1242_2017
1243,1112,Arizona,Kansas St,1214,0.036,0.964,2017_1243,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,72.48387097,10.70162283,2443.812172,0.497117728,25.03225806,54.58064516,0.458628842,7.193548387,19.80645161,0.363192182,15.22580645,21.96774194,0.693098385,9.741935484,23.22580645,15.22580645,13.22580645,8.064516129,3.64516129,17.90322581,2017_1243,1243_2017
1245,1112,Arizona,Kent,1287,0.012,0.988,2017_1245,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,76.61290323,14.46991688,2295.211608,0.487158333,27.38709677,64.35483871,0.42556391,7.129032258,22.58064516,0.315714286,14.70967742,20.48387097,0.718110236,15.12903226,25.19354839,12.58064516,13.22580645,6.387096774,3.612903226,19.32258065,2017_1245,1245_2017
1246,1112,Arizona,Kentucky,1398,0.498,0.502,2017_1246,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,86.77419355,12.9143581,2672.445434,0.592491839,30.74193548,64.25806452,0.478413655,7.193548387,20.4516129,0.351735016,18.09677419,25.87096774,0.699501247,12.77419355,27.74193548,16.09677419,11.96774194,6.032258065,5.419354839,19.32258065,2017_1246,1246_2017
1257,1112,Arizona,Louisville,1433,0.378,0.622,2017_1257,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,77.5483871,12.90177949,2601.249654,0.548915266,27.87096774,61.32258065,0.454497633,7.225806452,19.83870968,0.364227642,14.58064516,21.16129032,0.68902439,13.48387097,26.29032258,13.5483871,11.25806452,6.870967742,5.451612903,19.35483871,2017_1257,1257_2017
1266,1112,Arizona,Marquette,1522,0.35,0.65,2017_1266,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,82.73333333,11.64395161,2479.163317,0.550846247,29,59.16666667,0.490140845,10.4,24.16666667,0.430344828,14.33333333,18.46666667,0.776173285,8.866666667,24.5,16.8,12.26666667,7.466666667,3.566666667,19.43333333,2017_1266,1266_2017
1268,1112,Arizona,Maryland,1571,0.294,0.706,2017_1268,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,73.51612903,9.262364593,2526.744771,0.533120982,25.03225806,55.64516129,0.449855072,8.387096774,22.96774194,0.365168539,15.06451613,21.41935484,0.703313253,10.35483871,25.32258065,14.12903226,12.77419355,5,4.677419355,18.38709677,2017_1268,1268_2017
1274,1112,Arizona,Miami FL,1635,0.122,0.878,2017_1274,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,70.16666667,11.18830465,2542.408464,0.511034379,25.03333333,54.8,0.456812652,6.366666667,17.56666667,0.362428843,13.73333333,19.06666667,0.72027972,11.13333333,25.3,12.03333333,12.8,6.433333333,3.933333333,15.53333333,2017_1274,1274_2017
1276,1112,Arizona,Michigan,1740,0.442,0.558,2017_1276,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,74.64516129,12.27612422,2547.523519,0.567631261,26.09677419,54.41935484,0.479549496,9.516129032,24.64516129,0.386125654,12.93548387,16.77419355,0.771153846,7.774193548,21.70967742,13.83870968,9.451612903,5.774193548,2.838709677,15.29032258,2017_1276,1276_2017
1277,1112,Arizona,Michigan St,1782,0.04,0.96,2017_1277,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,71.59375,10.75492198,2425.707788,0.486052733,25.78125,55.0625,0.468217934,7.84375,20.5625,0.381458967,12.1875,18.3125,0.66552901,9.21875,27.125,17,14.09375,4.40625,4.71875,20.28125,2017_1277,1277_2017
1278,1112,Arizona,Minnesota,1822,0.384,0.616,2017_1278,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,75.61290323,13.06822462,2524.712672,0.54979695,26.16129032,60.25806452,0.434154176,6.322580645,18.22580645,0.346902655,16.96774194,24.12903226,0.703208556,11.19354839,28.90322581,15.19354839,11.77419355,5.870967742,7.032258065,16.87096774,2017_1278,1278_2017
1291,1112,Arizona,Mt St Mary's,1933,0.002,0.998,2017_1291,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,68.24242424,10.88011461,2121.246711,0.454116269,24.45454545,54.87878788,0.44561016,7.303030303,20.24242424,0.360778443,12.03030303,17.96969697,0.669477234,7.606060606,22.51515152,11.3030303,13.3030303,6.181818182,4.060606061,18.09090909,2017_1291,1291_2017
1292,1112,Arizona,MTSU,1949,0.448,0.552,2017_1292,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,73.26666667,10.45823659,2509.156028,0.562415589,27.73333333,57.3,0.484002327,6.366666667,17.36666667,0.366602687,11.43333333,16.33333333,0.7,9.733333333,25.23333333,14.86666667,10.5,6.866666667,2.8,18.16666667,2017_1292,1292_2017
1297,1112,Arizona,N Kentucky,2033,0.176,0.824,2017_1297,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,75.38709677,9.803664007,2331.33998,0.516320516,25.96774194,57.29032258,0.453265766,8.838709677,24.32258065,0.363395225,14.61290323,21.64516129,0.675111773,11,26.09677419,13.48387097,13.41935484,5.677419355,2.548387097,18.03225806,2017_1297,1297_2017
1300,1112,Arizona,NC Central,2078,0.198,0.802,2017_1300,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,72.55555556,8.284987969,2134.19403,0.526051371,25.85185185,57.07407407,0.452952628,7.444444444,22.51851852,0.330592105,13.40740741,19.37037037,0.692160612,10.85185185,26.44444444,13.51851852,12.66666667,5.703703704,3.333333333,17.66666667,2017_1300,1300_2017
1305,1112,Arizona,Nevada,2183,0.51,0.49,2017_1305,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,79.80645161,11.22621739,2489.409747,0.58514599,26.70967742,59.58064516,0.448294532,9.225806452,23.87096774,0.386486486,17.16129032,24.51612903,0.7,11.19354839,27.70967742,16.38709677,11.16129032,5.35483871,4.35483871,16.83870968,2017_1305,1305_2017
1308,1112,Arizona,New Mexico St,2271,0.304,0.696,2017_1308,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,78.07407407,14.02724252,2349.157065,0.554488041,26.74074074,57.92592593,0.461636829,7.481481481,22.44444444,0.333333333,17.11111111,24.07407407,0.710769231,12.74074074,26.40740741,14.96296296,13.40740741,4.555555556,3.296296296,18.7037037,2017_1308,1308_2017
1309,1112,Arizona,New Orleans,2312,0,1,2017_1309,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,70.69230769,9.185942437,2193.78017,0.444816651,24.96153846,54.03846154,0.461921708,4.307692308,13.61538462,0.316384181,16.46153846,23.11538462,0.712146423,11.84615385,23.30769231,15.38461538,16.92307692,7.269230769,3.115384615,17.69230769,2017_1309,1309_2017
1314,1112,Arizona,North Carolina,2354,0.464,0.536,2017_1314,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,84.58064516,14.56428095,2636.076066,0.564523751,30.90322581,65.93548387,0.468688845,7.322580645,19.77419355,0.370309951,15.4516129,22.03225806,0.701317716,15.77419355,27.70967742,17.96774194,11.96774194,6.774193548,3.322580645,17.77419355,2017_1314,1314_2017
1315,1112,Arizona,North Dakota,2462,0.076,0.924,2017_1315,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,77.84,11.54945886,2217.709345,0.507176414,27.88,58.76,0.47447243,6.64,17.76,0.373873874,15.44,21.12,0.731060606,9.2,25.56,14.64,13.96,7.72,2.84,21.36,2017_1315,1315_2017
1321,1112,Arizona,Northwestern,2507,0.28,0.72,2017_1321,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,71.63333333,10.89284274,2491.53454,0.533226519,25.3,58.8,0.430272109,7.266666667,21.3,0.341158059,13.76666667,18.33333333,0.750909091,11,25.83333333,15.46666667,10.36666667,5.166666667,5.4,19.46666667,2017_1321,1321_2017
1323,1112,Arizona,Notre Dame,2551,0.456,0.544,2017_1323,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,78.5483871,11.35440798,2588.552711,0.580614524,27.67741935,60.03225806,0.46104245,9.548387097,24.5483871,0.388961892,13.64516129,16.87096774,0.808795411,9.387096774,24.83870968,16.32258065,9.612903226,7.193548387,3.903225806,15.09677419,2017_1323,1323_2017
1329,1112,Arizona,Oklahoma St,2657,0.206,0.794,2017_1329,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,85.1,13.04461839,2493.207789,0.523807206,28.76666667,61.43333333,0.468258275,9.033333333,22.33333333,0.404477612,18.53333333,23.56666667,0.786421499,13.46666667,23.1,14.83333333,13.56666667,7.766666667,3,22.3,2017_1329,1329_2017
1332,1112,Arizona,Oregon,2692,0.462,0.538,2017_1332,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,78.76666667,13.83320177,2616.154986,0.573528639,28.13333333,58.03333333,0.484778863,8.766666667,22.9,0.382823872,13.73333333,19.6,0.700680272,10.36666667,25.56666667,16.86666667,12.13333333,6.666666667,6.733333333,16.23333333,2017_1332,1332_2017
1343,1112,Arizona,Princeton,2789,0.274,0.726,2017_1343,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,70.76923077,9.803296149,2428.658936,0.543469036,25.34615385,56.42307692,0.449216087,10.03846154,26.26923077,0.382137628,10.03846154,13.69230769,0.733146067,7.961538462,24.19230769,13.80769231,10.03846154,6.846153846,3.153846154,16.34615385,2017_1343,1343_2017
1344,1112,Arizona,Providence,2833,0.058,0.942,2017_1344,2017_1112,FALSE,2017,1112_2017,TRUE,75.22580645,10.07210563,2675.590794,0.585837116,25.93548387,55.25806452,0.469352014,6.548387097,16.77419355,0.390384615,16.80645161,21.96774194,0.765051395,10.51612903,26.35483871,13.77419355,11.41935484,5.64516129,3.225806452,16.58064516,2017_1112,1112_2017,70.64516129,9.435918564,2500.631557,0.506383974,24.48387097,54.64516129,0.448051948,7.290322581,19.48387097,0.374172185,14.38709677,20.64516129,0.696875,9,24.35483871,14.38709677,12.29032258,6.774193548,3,16.90322581,2017_1344,1344_2017
